1,som,as,0,2020-12-29
2,jeg,I,0,2020-12-29
3,hans,his,0,2020-12-29
4,at,that,0,2020-12-29
5,han,he,0,2020-12-29
6,var,was,0,2020-12-29
7,for,for,0,2020-12-29
8,på,on,0,2020-12-29
9,er,are,0,2020-12-29
10,med,with,0,2020-12-29
11,de,they,0,2020-12-29
12,være,be,0,2020-12-29
13,på,at,0,2020-12-29
14,ett,one,0,2020-12-29
15,har,have,0,2020-12-29
16,dette,this,0,2020-12-29
17,fra,from,0,2020-12-29
18,etter,by,0,2020-12-29
19,varm,hot,0,2020-12-29
20,ordet,word,0,2020-12-29
21,men,but,0,2020-12-29
22,Hva,what,0,2020-12-29
23,noen,some,0,2020-12-29
24,er,is,0,2020-12-29
25,den,it,0,2020-12-29
26,du,you,0,2020-12-29
27,eller,or,0,2020-12-29
28,hadde,had,0,2020-12-29
29,den,the,0,2020-12-29
30,av,of,0,2020-12-29
31,til,to,0,2020-12-29
32,og,and,0,2020-12-29
33,en,a,0,2020-12-29
34,i,in,0,2020-12-29
35,vi,we,0,2020-12-29
36,kan,can,0,2020-12-29
37,ut,out,0,2020-12-29
38,andre,other,0,2020-12-29
39,var,were,0,2020-12-29
40,som,which,0,2020-12-29
41,gjøre,do,0,2020-12-29
42,deres,their,0,2020-12-29
43,tid,time,0,2020-12-29
44,hvis,if,0,2020-12-29
45,vil,will,0,2020-12-29
46,hvordan,how,0,2020-12-29
47,sa,said,0,2020-12-29
48,en,an,0,2020-12-29
49,hver,each,0,2020-12-29
50,fortelle,tell,0,2020-12-29
51,gjør,does,0,2020-12-29
52,sett,set,0,2020-12-29
53,tre,three,0,2020-12-29
54,ønsker,want,0,2020-12-29
55,luft,air,0,2020-12-29
56,godt,well,0,2020-12-29
57,også,also,0,2020-12-29
58,spille,play,0,2020-12-29
59,liten,small,0,2020-12-29
60,ende,end,0,2020-12-29
61,sette,put,0,2020-12-29
62,hjem,home,0,2020-12-29
63,lese,read,0,2020-12-29
64,hånd,hand,0,2020-12-29
65,port,port,0,2020-12-29
66,stor,large,0,2020-12-29
67,stave,spell,0,2020-12-29
68,legge,add,0,2020-12-29
69,selv,even,0,2020-12-29
70,landet,land,0,2020-12-29
71,her,here,0,2020-12-29
72,må,must,0,2020-12-29
73,big,big,0,2020-12-29
74,høy,high,0,2020-12-29
75,slik,such,0,2020-12-29
76,følg,follow,0,2020-12-29
77,handle,act,0,2020-12-29
78,hvorfor,why,0,2020-12-29
79,spør,ask,0,2020-12-29
80,menn,men,0,2020-12-29
81,endring,change,0,2020-12-29
82,gikk,went,0,2020-12-29
83,lys,light,0,2020-12-29
84,kind,kind,0,2020-12-29
85,off,off,0,2020-12-29
86,trenger,need,0,2020-12-29
87,huset,house,0,2020-12-29
88,bilde,picture,0,2020-12-29
89,prøve,try,0,2020-12-29
90,oss,us,0,2020-12-29
91,igjen,again,0,2020-12-29
92,dyr,animal,0,2020-12-29
93,punkt,point,0,2020-12-29
94,mor,mother,0,2020-12-29
95,verden,world,0,2020-12-29
96,nær,near,0,2020-12-29
97,bygge,build,0,2020-12-29
98,selv,self,0,2020-12-29
99,jorden,earth,0,2020-12-29
100,far,father,0,2020-12-29
101,noen,any,0,2020-12-29
102,ny,new,0,2020-12-29
103,arbeid,work,0,2020-12-29
104,del,part,0,2020-12-29
105,ta,take,0,2020-12-29
106,få,get,0,2020-12-29
107,sted,place,0,2020-12-29
108,gjort,made,0,2020-12-29
109,leve,live,0,2020-12-29
110,der,where,0,2020-12-29
111,etter,after,0,2020-12-29
112,tilbake,back,0,2020-12-29
113,lite,little,0,2020-12-29
114,bare,only,0,2020-12-29
115,runde,round,0,2020-12-29
116,mann,man,0,2020-12-29
117,år,year,0,2020-12-29
118,kom,came,0,2020-12-29
119,vis,show,0,2020-12-29
120,alle,every,0,2020-12-29
121,god,good,0,2020-12-29
122,meg,me,0,2020-12-29
123,gi,give,0,2020-12-29
124,vår,our,0,2020-12-29
125,etter,under,0,2020-12-29
126,navn,name,0,2020-12-29
127,veldig,very,0,2020-12-29
128,gjennom,through,0,2020-12-29
129,bare,just,0,2020-12-29
130,skjema,form,0,2020-12-29
131,setning,sentence,0,2020-12-29
132,stor,great,0,2020-12-29
133,tror,think,0,2020-12-29
134,si,say,0,2020-12-29
135,hjelpe,help,0,2020-12-29
136,lav,low,0,2020-12-29
137,etter,line,0,2020-12-29
138,avvike,differ,0,2020-12-29
139,sving,turn,0,2020-12-29
140,årsaken,cause,0,2020-12-29
141,mye,much,0,2020-12-29
142,mener,mean,0,2020-12-29
143,før,before,0,2020-12-29
144,flytte,move,0,2020-12-29
145,høyre,right,0,2020-12-29
146,gutt,boy,0,2020-12-29
147,gammel,old,0,2020-12-29
148,også,too,0,2020-12-29
149,samme,same,0,2020-12-29
150,hun,she,0,2020-12-29
151,alle,all,0,2020-12-29
152,det,there,0,2020-12-29
153,når,when,0,2020-12-29
154,opp,up,0,2020-12-29
155,bruk,use,0,2020-12-29
156,din,your,0,2020-12-29
157,måte,way,0,2020-12-29
158,om,about,0,2020-12-29
159,mange,many,0,2020-12-29
160,deretter,then,0,2020-12-29
161,dem,them,0,2020-12-29
162,skrive,write,0,2020-12-29
163,ville,would,0,2020-12-29
164,som,like,0,2020-12-29
165,så,so,0,2020-12-29
166,disse,these,0,2020-12-29
167,henne,her,0,2020-12-29
168,lang,long,0,2020-12-29
169,gjøre,make,0,2020-12-29
170,ting,thing,0,2020-12-29
171,se,see,0,2020-12-29
172,ham,him,0,2020-12-29
173,to,two,0,2020-12-29
174,har,has,0,2020-12-29
175,se,look,0,2020-12-29
176,mer,more,0,2020-12-29
177,dag,day,0,2020-12-29
178,kunne,could,0,2020-12-29
179,gå,go,0,2020-12-29
180,kommer,come,0,2020-12-29
181,gjorde,did,0,2020-12-29
182,nummer,number,0,2020-12-29
183,høres,sound,0,2020-12-29
184,no,no,0,2020-12-29
185,mest,most,0,2020-12-29
186,folk,people,0,2020-12-29
187,min,my,0,2020-12-29
188,løpet,over,0,2020-12-29
189,vet,know,0,2020-12-29
190,vann,water,0,2020-12-29
191,enn,than,0,2020-12-29
192,samtale,call,0,2020-12-29
193,første,first,0,2020-12-29
194,som,who,0,2020-12-29
195,kan,may,0,2020-12-29
196,ned,down,0,2020-12-29
197,side,side,0,2020-12-29
198,vært,been,0,2020-12-29
199,nå,now,0,2020-12-29
200,finne,find,0,2020-12-29
201,hode,head,0,2020-12-29
202,stå,stand,0,2020-12-29
203,egen,own,0,2020-12-29
204,side,page,0,2020-12-29
205,bør,should,0,2020-12-29
206,landet,country,0,2020-12-29
207,funnet,found,0,2020-12-29
208,svar,answer,0,2020-12-29
209,skole,school,0,2020-12-29
210,vokse,grow,0,2020-12-29
211,studien,study,0,2020-12-29
212,fortsatt,still,0,2020-12-29
213,lære,learn,0,2020-12-29
214,anlegg,plant,0,2020-12-29
215,dekselet,cover,0,2020-12-29
216,mat,food,0,2020-12-29
217,sol,sun,0,2020-12-29
218,fire,four,0,2020-12-29
219,mellom,between,0,2020-12-29
220,stat,state,0,2020-12-29
221,holde,keep,0,2020-12-29
222,øye,eye,0,2020-12-29
223,aldri,never,0,2020-12-29
224,siste,last,0,2020-12-29
225,la,let,0,2020-12-29
226,trodde,thought,0,2020-12-29
227,by,city,0,2020-12-29
228,tre,tree,0,2020-12-29
229,krysse,cross,0,2020-12-29
230,gård,farm,0,2020-12-29
231,vanskelig,hard,0,2020-12-29
232,start,start,0,2020-12-29
233,kanskje,might,0,2020-12-29
234,historien,story,0,2020-12-29
235,sag,saw,0,2020-12-29
236,langt,far,0,2020-12-29
237,sea,sea,0,2020-12-29
238,tegne,draw,0,2020-12-29
239,venstre,left,0,2020-12-29
240,sent,late,0,2020-12-29
241,kjøre,run,0,2020-12-29
242,ikkegjør,don’t,0,2020-12-29
243,mens,while,0,2020-12-29
244,trykk,press,0,2020-12-29
245,nær,close,0,2020-12-29
246,natt,night,0,2020-12-29
247,real,real,0,2020-12-29
248,livet,life,0,2020-12-29
249,noen,few,0,2020-12-29
250,nord,north,0,2020-12-29
251,bok,book,0,2020-12-29
252,bære,carry,0,2020-12-29
253,tok,took,0,2020-12-29
254,vitenskap,science,0,2020-12-29
255,spise,eat,0,2020-12-29
256,rom,room,0,2020-12-29
257,venn,friend,0,2020-12-29
258,begynte,began,0,2020-12-29
259,ide,idea,0,2020-12-29
260,fisk,fish,0,2020-12-29
261,fjellet,mountain,0,2020-12-29
262,stoppe,stop,0,2020-12-29
263,gang,once,0,2020-12-29
264,basen,base,0,2020-12-29
265,høre,hear,0,2020-12-29
266,hest,horse,0,2020-12-29
267,kutt,cut,0,2020-12-29
268,sikker,sure,0,2020-12-29
269,se,watch,0,2020-12-29
270,farge,color,0,2020-12-29
271,ansikt,face,0,2020-12-29
272,tre,wood,0,2020-12-29
273,hoved,main,0,2020-12-29
274,åpent,open,0,2020-12-29
275,synes,seem,0,2020-12-29
276,sammen,together,0,2020-12-29
277,neste,next,0,2020-12-29
278,hvit,white,0,2020-12-29
279,barn,children,0,2020-12-29
280,begynne,begin,0,2020-12-29
281,fikk,got,0,2020-12-29
282,gå,walk,0,2020-12-29
283,eksempel,example,0,2020-12-29
284,lette,ease,0,2020-12-29
285,papir,paper,0,2020-12-29
286,gruppe,group,0,2020-12-29
287,alltid,always,0,2020-12-29
288,musikk,music,0,2020-12-29
289,de,those,0,2020-12-29
290,både,both,0,2020-12-29
291,mark,mark,0,2020-12-29
292,ofte,often,0,2020-12-29
293,brev,letter,0,2020-12-29
294,før,until,0,2020-12-29
295,mile,mile,0,2020-12-29
296,elv,river,0,2020-12-29
297,bil,car,0,2020-12-29
298,føtter,feet,0,2020-12-29
299,omsorg,care,0,2020-12-29
300,andre,second,0,2020-12-29
301,nok,enough,0,2020-12-29
302,plain,plain,0,2020-12-29
303,jente,girl,0,2020-12-29
304,vanlig,usual,0,2020-12-29
305,ung,young,0,2020-12-29
306,klar,ready,0,2020-12-29
307,ovenfor,above,0,2020-12-29
308,noensinne,ever,0,2020-12-29
309,red,red,0,2020-12-29
310,liste,list,0,2020-12-29
311,skjønt,though,0,2020-12-29
312,føler,feel,0,2020-12-29
313,diskusjon,talk,0,2020-12-29
314,fugl,bird,0,2020-12-29
315,snart,soon,0,2020-12-29
316,kroppen,body,0,2020-12-29
317,hund,dog,0,2020-12-29
318,familie,family,0,2020-12-29
319,direkte,direct,0,2020-12-29
320,posere,pose,0,2020-12-29
321,forlate,leave,0,2020-12-29
322,sangen,song,0,2020-12-29
323,måle,measure,0,2020-12-29
324,dør,door,0,2020-12-29
325,produkt,product,0,2020-12-29
326,svart,black,0,2020-12-29
327,kort,short,0,2020-12-29
328,tall,numeral,0,2020-12-29
329,klasse,class,0,2020-12-29
330,vind,wind,0,2020-12-29
331,spørsmål,question,0,2020-12-29
332,skje,happen,0,2020-12-29
333,komplett,complete,0,2020-12-29
334,skip,ship,0,2020-12-29
335,område,area,0,2020-12-29
336,halv,half,0,2020-12-29
337,stein,rock,0,2020-12-29
338,rekkefølge,order,0,2020-12-29
339,brann,fire,0,2020-12-29
340,sør,south,0,2020-12-29
341,problem,problem,0,2020-12-29
342,piece,piece,0,2020-12-29
343,fortalte,told,0,2020-12-29
344,visste,knew,0,2020-12-29
345,passere,pass,0,2020-12-29
346,siden,since,0,2020-12-29
347,toppen,top,0,2020-12-29
348,hele,whole,0,2020-12-29
349,king,king,0,2020-12-29
350,street,street,0,2020-12-29
351,tommers,inch,0,2020-12-29
352,multiplisere,multiply,0,2020-12-29
353,ingenting,nothing,0,2020-12-29
354,kurs,course,0,2020-12-29
355,opphold,stay,0,2020-12-29
356,wheel,wheel,0,2020-12-29
357,fullt,full,0,2020-12-29
358,kraft,force,0,2020-12-29
359,blå,blue,0,2020-12-29
360,objekt,object,0,2020-12-29
361,bestemme,decide,0,2020-12-29
362,overflaten,surface,0,2020-12-29
363,dyp,deep,0,2020-12-29
364,månen,moon,0,2020-12-29
365,øy,island,0,2020-12-29
366,foten,foot,0,2020-12-29
367,system,system,0,2020-12-29
368,opptatt,busy,0,2020-12-29
369,test,test,0,2020-12-29
370,rekord,record,0,2020-12-29
371,båt,boat,0,2020-12-29
372,felles,common,0,2020-12-29
373,gull,gold,0,2020-12-29
374,mulig,possible,0,2020-12-29
375,planet,plane,0,2020-12-29
376,stedet,stead,0,2020-12-29
377,tørk,dry,0,2020-12-29
378,rart,wonder,0,2020-12-29
379,latter,laugh,0,2020-12-29
380,tusen,thousand,0,2020-12-29
381,siden,ago,0,2020-12-29
382,Ran,ran,0,2020-12-29
383,sjekk,check,0,2020-12-29
384,spill,game,0,2020-12-29
385,form,shape,0,2020-12-29
386,likestille,equate,0,2020-12-29
387,hot,hot,0,2020-12-29
388,savner,miss,0,2020-12-29
389,brakte,brought,0,2020-12-29
390,hete,heat,0,2020-12-29
391,snø,snow,0,2020-12-29
392,dekk,tire,0,2020-12-29
393,bringe,bring,0,2020-12-29
394,ja,yes,0,2020-12-29
395,fjernt,distant,0,2020-12-29
396,fylle,fill,0,2020-12-29
397,øst,east,0,2020-12-29
398,maling,paint,0,2020-12-29
399,språk,language,0,2020-12-29
400,blant,among,0,2020-12-29
401,enhet,unit,0,2020-12-29
402,makt,power,0,2020-12-29
403,byen,town,0,2020-12-29
404,bot,fine,0,2020-12-29
405,viss,certain,0,2020-12-29
406,fly,fly,0,2020-12-29
407,høst,fall,0,2020-12-29
408,føre,lead,0,2020-12-29
409,gråte,cry,0,2020-12-29
410,mørk,dark,0,2020-12-29
411,maskin,machine,0,2020-12-29
412,notat,note,0,2020-12-29
413,vente,wait,0,2020-12-29
414,planen,plan,0,2020-12-29
415,figur,figure,0,2020-12-29
